# M.A.C.E. Audit Report
# Hostname: macbook-air-6.local
#
# Summary
# Pass Rate: 25.0%
# Total: 113
# Passed: 28
# Failed: 84
# Manual Review: 1
# Errors: 0
# Generated: 2025-12-14T03:20:43Z
#
# Section Summary
# iCloud: 0/1 passed (0%)
# Password Policy: 1/8 passed (12%)
# System Settings: 9/43 passed (21%)
# Operating System: 11/40 passed (28%)
# Audit: 7/21 passed (33%)
#
Rule ID,CIS ID,Title,Section,Status,Expected Output,Actual Output,Discussion,Comment,Error Message,Check Script,Fix Script,Modified,Execution Time (s),Timestamp
audit_control_owner_configure,3.5 (level 1),Configure Audit_Control Owner to Root,audit,Fail,0,,,,"Expected: 0, Got: ",/bin/ls -dn /etc/security/audit_control | /usr/bin/awk '{print $3}',/usr/sbin/chown root /etc/security/audit_control,No,0.008,2025-12-14T03:19:30Z
audit_flags_ex_configure,3.2 (level 2),Configure System to Audit All Failed Program Execution on the System,audit,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/awk -F':' '/^flags/ { print $NF }' /etc/security/audit_control | /usr/bin/tr ',' '\n' | /usr/bin/grep -Ec '\-ex'","/usr/bin/grep -qE ""^flags.*-ex"" /etc/security/audit_control || /usr/bin/sed -i.bak '/^flags/ s/$/,-ex/' /etc/security/audit_control; /usr/sbin/audit -s",No,0.009,2025-12-14T03:19:30Z
audit_files_mode_configure,3.5 (level 1),Configure Audit Log Files to Mode 440 or Less Permissive,audit,Fail,0,16,,,"Expected: 0, Got: 16",/bin/ls -l $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '!/-r--r-----|current|total/{print $1}' | /usr/bin/wc -l | /usr/bin/tr -d ' ',/bin/chmod 440 /var/audit/*,No,0.014,2025-12-14T03:19:30Z
audit_acls_folders_configure,3.5 (level 1),Configure Audit Log Folder to Not Contain Access Control Lists,audit,Pass,0,0,,,,"/bin/ls -lde /var/audit | /usr/bin/awk '{print $1}' | /usr/bin/grep -c "":""",/bin/chmod -N /var/audit,No,0.008,2025-12-14T03:19:30Z
audit_auditd_enabled,3.1 (level 1),Enable Security Auditing,audit,Fail,pass,fail,,,"Expected: pass, Got: fail","LAUNCHD_RUNNING=$(/bin/launchctl print system | /usr/bin/grep -c -E '\tcom.apple.auditd')
AUDITD_RUNNING=$(/usr/sbin/audit -c | /usr/bin/grep -c ""AUC_AUDITING"")
if [[ $LAUNCHD_RUNNING == 1 ]] && [[ -e /etc/security/audit_control ]] && [[ $AUDITD_RUNNING == 1 ]]; then
  echo ""pass""
else
  echo ""fail""
fi","if [[ ! -e /etc/security/audit_control ]] && [[ -e /etc/security/audit_control.example ]];then
  /bin/cp /etc/security/audit_control.example /etc/security/audit_control
fi

/bin/launchctl enable system/com.apple.auditd
/bin/launchctl bootstrap system /System/Library/LaunchDaemons/com.apple.auditd.plist
/usr/sbin/audit -i",No,0.016,2025-12-14T03:19:30Z
audit_flags_aa_configure,3.2 (level 2),Configure System to Audit All Authorization and Authentication Events,audit,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/awk -F':' '/^flags/ { print $NF }' /etc/security/audit_control | /usr/bin/tr ',' '\n' | /usr/bin/grep -Ec 'aa'","/usr/bin/grep -qE ""^flags.*[^-]aa"" /etc/security/audit_control || /usr/bin/sed -i.bak '/^flags/ s/$/,aa/' /etc/security/audit_control; /usr/sbin/audit -s",No,0.008,2025-12-14T03:19:30Z
audit_files_owner_configure,3.5 (level 1),Configure Audit Log Files to be Owned by Root,audit,Pass,0,0,,,,/bin/ls -n $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '{s+=$3} END {print s}',/usr/sbin/chown -R root /var/audit/*,No,0.011,2025-12-14T03:19:30Z
audit_flags_fr_configure,3.2 (level 2),Configure System to Audit All Failed Read Actions on the System,audit,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/awk -F':' '/^flags/ { print $NF }' /etc/security/audit_control | /usr/bin/tr ',' '\n' | /usr/bin/grep -Ec '\-fr'","/usr/bin/grep -qE ""^flags.*-fr"" /etc/security/audit_control || /usr/bin/sed -i.bak '/^flags/ s/$/,-fr/' /etc/security/audit_control;/usr/sbin/audit -s",No,0.008,2025-12-14T03:19:30Z
audit_folder_owner_configure,3.5 (level 1),Configure Audit Log Folders to be Owned by Root,audit,Pass,0,0,,,,/bin/ls -dn $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '{print $3}',/usr/sbin/chown root /var/audit,No,0.010,2025-12-14T03:19:30Z
audit_control_acls_configure,3.5 (level 1),Configure Audit_Control to Not Contain Access Control Lists,audit,Pass,0,0,,,,"/bin/ls -le /etc/security/audit_control | /usr/bin/awk '{print $1}' | /usr/bin/grep -c "":""",/bin/chmod -N /etc/security/audit_control,No,0.008,2025-12-14T03:19:30Z
audit_flags_lo_configure,3.2 (level 2),Configure System to Audit All Log In and Log Out Events,audit,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/awk -F':' '/^flags/ { print $NF }' /etc/security/audit_control | /usr/bin/tr ',' '\n' | /usr/bin/grep -Ec '^lo'","/usr/bin/grep -qE ""^flags.*[^-]lo"" /etc/security/audit_control || /usr/bin/sed -i.bak '/^flags/ s/$/,lo/' /etc/security/audit_control; /usr/sbin/audit -s",No,0.008,2025-12-14T03:19:30Z
audit_flags_fw_configure,3.2 (level 2),Configure System to Audit All Failed Write Actions on the System,audit,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/awk -F':' '/^flags/ { print $NF }' /etc/security/audit_control | /usr/bin/tr ',' '\n' | /usr/bin/grep -Ec '\-fw'","/usr/bin/grep -qE ""^flags.*-fw"" /etc/security/audit_control || /usr/bin/sed -i.bak '/^flags/ s/$/,-fw/' /etc/security/audit_control;/usr/sbin/audit -s",No,0.008,2025-12-14T03:19:30Z
audit_retention_configure,3.4 (level 1),Configure Audit Retention to $ODV,audit,Fail,$ODV,,,,"Expected: $ODV, Got: ",/usr/bin/awk -F: '/expire-after/{print $2}' /etc/security/audit_control,/usr/bin/sed -i.bak 's/^expire-after.*/expire-after:$ODV/' /etc/security/audit_control; /usr/sbin/audit -s,No,0.006,2025-12-14T03:19:30Z
audit_acls_files_configure,3.5 (level 1),Configure Audit Log Files to Not Contain Access Control Lists,audit,Pass,0,0,,,,"/bin/ls -le $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '{print $1}' | /usr/bin/grep -c "":""",/bin/chmod -RN /var/audit,No,0.012,2025-12-14T03:19:30Z
audit_control_group_configure,3.5 (level 1),Configure Audit_Control Group to Wheel,audit,Fail,0,,,,"Expected: 0, Got: ",/bin/ls -dn /etc/security/audit_control | /usr/bin/awk '{print $4}',/usr/bin/chgrp wheel /etc/security/audit_control,No,0.007,2025-12-14T03:19:30Z
audit_files_group_configure,3.5 (level 1),Configure Audit Log Files Group to Wheel,audit,Fail,0,240,,,"Expected: 0, Got: 240",/bin/ls -n $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}') | /usr/bin/awk '{s+=$4} END {print s}',/usr/bin/chgrp -R wheel /var/audit/*,No,0.011,2025-12-14T03:19:30Z
audit_folders_mode_configure,3.5 (level 1),Configure Audit Log Folders to Mode 700 or Less Permissive,audit,Fail,700,666,,,"Expected: 700, Got: 666",/usr/bin/stat -f %A $(/usr/bin/grep '^dir' /etc/security/audit_control | /usr/bin/awk -F: '{print $2}'),/bin/chmod 700 /var/audit,No,0.012,2025-12-14T03:19:30Z
os_power_nap_disable,2.10.2 (level 1),Disable Power Nap,os,Fail,0,2,,,"Expected: 0, Got: 2",/usr/bin/pmset -g custom | /usr/bin/awk '/powernap/ { sum+=$2 } END {print sum}',/usr/bin/pmset -a powernap 0,No,0.017,2025-12-14T03:19:30Z
os_safari_warn_fraudulent_website_enable,6.3.3 (level 1),Ensure Warn When Visiting A Fraudulent Website in Safari Is Enabled,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'WarnAboutFraudulentWebsites = 1' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'","[Mobileconfig] - PayloadContent:
  - WarnAboutFraudulentWebsites: true
  PayloadType: com.apple.Safari
",No,0.015,2025-12-14T03:19:31Z
os_root_disable,5.6 (level 1),Disable Root Login,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/dscl . -read /Users/root UserShell 2>&1 | /usr/bin/grep -c ""/usr/bin/false""",/usr/bin/dscl . -create /Users/root UserShell /usr/bin/false,No,0.028,2025-12-14T03:19:31Z
os_notes_transcription_disable,2.5.1.4 (level 1),Disable Apple Intelligence Notes Transcription,os,Fail,false,,,,"Expected: false, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowNotesTranscription').js
EOS","[Mobileconfig] - PayloadContent:
  - allowNotesTranscription: false
  PayloadType: com.apple.applicationaccess
",No,0.035,2025-12-14T03:19:31Z
os_anti_virus_installed,5.10 (level 1),Must Use an Approved Antivirus Program,os,Pass,2,2,,,,"/usr/bin/xprotect status | /usr/bin/grep -cE ""(launch scans: enabled|background scans: enabled)""","/bin/launchctl load -w /Library/Apple/System/Library/LaunchDaemons/com.apple.XProtect.daemon.scan.plist
/bin/launchctl load -w /Library/Apple/System/Library/LaunchDaemons/com.apple.XprotectFramework.PluginService.plist",No,0.012,2025-12-14T03:19:31Z
os_world_writable_system_folder_configure,5.1.6 (level 1),Ensure No World Writable Files Exist in the System Folder,os,Pass,0,0,,,,"/usr/bin/find /System/Volumes/Data/System -type d -perm -2 -ls | /usr/bin/grep -vE ""downloadDir|locks"" | /usr/bin/wc -l | /usr/bin/xargs","IFS=$'\n'
for sysPermissions in $( /usr/bin/find /System/Volumes/Data/System -type d -perm -2 | /usr/bin/grep -vE ""downloadDir|locks"" ); do
  /bin/chmod -R o-w ""$sysPermissions""
done",No,0.510,2025-12-14T03:19:31Z
os_safari_open_safe_downloads_disable,6.3.1 (level 1),Disable Automatic Opening of Safe Files in Safari,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'AutoOpenSafeDownloads = 0' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'","[Mobileconfig] - PayloadContent:
  - AutoOpenSafeDownloads: false
  PayloadType: com.apple.Safari
",No,0.013,2025-12-14T03:19:31Z
os_mail_summary_disable,2.5.1.3 (level 1),Disable Apple Intelligence Mail Summary,os,Fail,false,,,,"Expected: false, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowMailSummary').js
EOS","[Mobileconfig] - PayloadContent:
  - allowMailSummary: false
  PayloadType: com.apple.applicationaccess
",No,0.039,2025-12-14T03:19:31Z
os_notes_transcription_summary_disable,2.5.1.4 (level 1),Disable Apple Intelligence Notes Transcription Summary,os,Fail,false,,,,"Expected: false, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowNotesTranscriptionSummary').js
EOS","[Mobileconfig] - PayloadContent:
  - allowNotesTranscriptionSummary: false
  PayloadType: com.apple.applicationaccess
",No,0.040,2025-12-14T03:19:31Z
os_authenticated_root_enable,5.1.4 (level 1),Enable Authenticated Root,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/libexec/mdmclient QuerySecurityInfo 2>/dev/null | /usr/bin/grep -c ""AuthenticatedRootVolumeEnabled = 1;""",/usr/bin/csrutil authenticated-root enable,No,0.017,2025-12-14T03:19:31Z
os_safari_advertising_privacy_protection_enable,6.3.6 (level 1),Ensure Advertising Privacy Protection in Safari Is Enabled,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/profiles -P -o stdout | /usr/bin/grep -c '""WebKitPreferences.privateClickMeasurementEnabled"" = 1' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'","[Mobileconfig] - PayloadContent:
  - WebKitPreferences.privateClickMeasurementEnabled: true
  PayloadType: com.apple.Safari
",No,0.012,2025-12-14T03:19:32Z
os_config_data_install_enforce,1.5 (level 1),Enforce Installation of XProtect Remediator and Gatekeeper Updates Automatically,os,Pass,true,true,,,,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('ConfigDataInstall').js
EOS","[Mobileconfig] - PayloadContent:
  - ConfigDataInstall: true
  PayloadType: com.apple.SoftwareUpdate
",No,0.039,2025-12-14T03:19:32Z
os_password_hint_remove,2.12.1 (level 1),Remove Password Hint From User Accounts,os,Pass,PASS,PASS,,,,"HINT=$(/usr/bin/dscl . -list /Users hint | /usr/bin/awk '{ print $2 }')

if [ -z ""$HINT"" ]; then
  echo ""PASS""
else
  echo ""FAIL""
fi","for u in $(/usr/bin/dscl . -list /Users UniqueID | /usr/bin/awk '$2 > 500 {print $1}'); do
  /usr/bin/dscl . -delete /Users/$u hint
done",No,0.035,2025-12-14T03:19:32Z
os_guest_folder_removed,5.9 (level 1),Remove Guest Folder if Present,os,Pass,0,0,,,,"/bin/ls /Users/ | /usr/bin/grep -c ""Guest""",/bin/rm -Rf /Users/Guest,No,0.007,2025-12-14T03:19:32Z
os_sleep_and_display_sleep_apple_silicon_enable,2.10.1.2 (level 2),Ensure Sleep and Display Sleep Is Enabled on Apple Silicon Devices,os,Fail,0,1,,,"Expected: 0, Got: 1","error_count=0
if /usr/sbin/system_profiler SPHardwareDataType | /usr/bin/grep -q ""MacBook""; then
  cpuType=$(/usr/sbin/sysctl -n machdep.cpu.brand_string)
  if echo ""$cpuType"" | grep -q ""Apple""; then
    sleepMode=$(/usr/bin/pmset -b -g | /usr/bin/grep '^\s*sleep' 2>&1 | /usr/bin/awk '{print $2}')
    displaysleepMode=$(/usr/bin/pmset -b -g | /usr/bin/grep displaysleep 2>&1 | /usr/bin/awk '{print $2}')
    if [[ ""$sleepMode"" == """" ]] || [[ ""$sleepMode"" -gt 15 ]]; then
      ((error_count++))
    fi
    if [[ ""$displaysleepMode"" == """" ]] || [[ ""$displaysleepMode"" -gt 10 ]] || [[ ""$displaysleepMode"" -gt ""$sleepMode"" ]]; then
      ((error_count++))
    fi
  fi
fi
echo ""$error_count""","/usr/bin/pmset -a sleep 15
/usr/bin/pmset -a displaysleep 10",No,0.229,2025-12-14T03:19:32Z
os_software_update_app_update_enforce,1.4 (level 1),Enforce Software Update App Update Updates Automatically,os,Fail,true,,,,"Expected: true, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('AutomaticallyInstallAppUpdates').js
EOS","[Mobileconfig] - PayloadContent:
  - AutomaticallyInstallAppUpdates: true
  PayloadType: com.apple.SoftwareUpdate
",No,0.033,2025-12-14T03:19:32Z
os_sudo_log_enforce,5.11 (level 1),Configure Sudo To Log Events,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/sudo /usr/bin/sudo -V | /usr/bin/grep -c ""Log when a command is allowed by sudoers""","/usr/bin/find /etc/sudoers* -type f -exec sed -i '' '/^Defaults[[:blank:]]*\!log_allowed/s/^/# /' '{}' \;
/bin/echo ""Defaults log_allowed"" >> /etc/sudoers.d/mscp",No,0.025,2025-12-14T03:19:32Z
os_policy_banner_loginwindow_enforce,5.8 (level 2),Display Policy Banner at Login Window,os,Fail,1,0,,,"Expected: 1, Got: 0",/bin/ls -ld /Library/Security/PolicyBanner.rtf* | /usr/bin/wc -l | /usr/bin/tr -d ' ',"bannerText=""$ODV""
/bin/mkdir /Library/Security/PolicyBanner.rtfd
/usr/bin/textutil -convert rtf -output /Library/Security/PolicyBanner.rtfd/TXT.rtf -stdin <<EOF
$bannerText
EOF",No,0.009,2025-12-14T03:19:32Z
os_writing_tools_disable,2.5.1.2 (level 1),Disable Apple Intelligence Writing Tools,os,Fail,false,,,,"Expected: false, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowWritingTools').js
EOS","[Mobileconfig] - PayloadContent:
  - allowWritingTools: false
  PayloadType: com.apple.applicationaccess
",No,0.039,2025-12-14T03:19:32Z
os_sudoers_timestamp_type_configure,5.5 (level 1),Configure Sudoers Timestamp Type,os,Fail,tty,,,,"Expected: tty, Got: ","/usr/bin/sudo /usr/bin/sudo -V | /usr/bin/awk -F"": "" '/Type of authentication timestamp record/{print $2}'",/usr/bin/find /etc/sudoers* -type f -exec sed -i '' '/timestamp_type/d; /!tty_tickets/d' '{}' \;,No,0.028,2025-12-14T03:19:32Z
os_airdrop_disable,2.3.1.1 (level 1),Disable AirDrop,os,Fail,false,,,,"Expected: false, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowAirDrop').js
EOS","[Mobileconfig] - PayloadContent:
  - allowAirDrop: false
  PayloadType: com.apple.applicationaccess
",No,0.039,2025-12-14T03:19:32Z
os_nfsd_disable,4.3 (level 1),Disable Network File System Service,os,Fail,pass,fail,,,"Expected: pass, Got: fail","isDisabled=$(/sbin/nfsd status | /usr/bin/awk '/nfsd service/ {print $NF}')
if [[ ""$isDisabled"" == ""disabled"" ]] && [[ -z $(/usr/bin/pgrep nfsd) ]]; then
  echo ""pass""
else
  echo ""fail""
fi","/bin/launchctl disable system/com.apple.nfsd
/bin/rm -rf /etc/exports",No,0.015,2025-12-14T03:19:32Z
os_httpd_disable,4.2 (level 1),Disable the Built-in Web Server,os,Pass,PASS,PASS,,,,"result=""FAIL""
enabled=$(/bin/launchctl print-disabled system | /usr/bin/grep '""org.apache.httpd"" => enabled')
running=$(/bin/launchctl print system/org.apache.httpd 2>/dev/null)

if [[ -z ""$running"" ]] && [[ -z ""$enabled"" ]]; then
  result=""PASS""
elif [[ -n ""$running"" ]]; then
  result=result+"" RUNNING""
elif [[ -n ""$enabled"" ]]; then
  result=result+"" ENABLED""
fi
echo $result",/bin/launchctl disable system/org.apache.httpd,No,0.015,2025-12-14T03:19:32Z
os_safari_show_full_website_address_enable,6.3.7 (level 1),Ensure Show Full Website Address in Safari Is Enabled,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'ShowFullURLInSmartSearchField = 1' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'","[Mobileconfig] - PayloadContent:
  - ShowFullURLInSmartSearchField: true
  PayloadType: com.apple.Safari
",No,0.012,2025-12-14T03:19:33Z
os_mobile_file_integrity_enable,5.1.3 (level 1),Enable Apple Mobile File Integrity,os,Pass,0,0,,,,"/usr/sbin/nvram -p | /usr/bin/grep -c ""amfi_get_out_of_my_way=1""","/usr/sbin/nvram boot-args=""""",No,0.012,2025-12-14T03:19:33Z
os_world_writable_library_folder_configure,5.1.7 (level 2),Ensure No World Writable Files Exist in the Library Folder,os,Fail,0,1,,,"Expected: 0, Got: 1",/usr/bin/find /Library -type d -perm -002 ! -perm -1000 ! -xattrname com.apple.rootless 2>/dev/null | /usr/bin/wc -l | /usr/bin/xargs,"IFS=$'\n'
for libPermissions in $(/usr/bin/find /Library -type d -perm -002 ! -perm -1000 ! -xattrname com.apple.rootless 2>/dev/null); do
  /bin/chmod -R o-w ""$libPermissions""
done",No,4.646,2025-12-14T03:19:37Z
os_gatekeeper_enable,2.6.5 (level 1),Enable Gatekeeper,os,Fail,true,,,,"Expected: true, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.systempolicy.control')\
.objectForKey('EnableAssessment').js
EOS",/usr/sbin/spctl --global-enable,No,0.042,2025-12-14T03:19:37Z
os_terminal_secure_keyboard_enable,6.4.1 (level 1),Ensure Secure Keyboard Entry Terminal.app is Enabled,os,Fail,true,false,,,"Expected: true, Got: false","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.Terminal')\
.objectForKey('SecureKeyboardEntry').js
EOS","[Mobileconfig] - PayloadContent:
  - SecureKeyboardEntry: true
  PayloadType: com.apple.Terminal
",No,0.040,2025-12-14T03:19:37Z
os_sip_enable,5.1.2 (level 1),Ensure System Integrity Protection is Enabled,os,Pass,1,1,,,,/usr/bin/csrutil status | /usr/bin/grep -c 'System Integrity Protection status: enabled.',/usr/bin/csrutil enable,No,0.013,2025-12-14T03:19:37Z
os_time_server_enabled,2.3.2.2 (level 1),Enable Time Synchronization Daemon,os,Pass,1,1,,,,/bin/launchctl print system | /usr/bin/grep -c -E '\tcom.apple.timed',/bin/launchctl load -w /System/Library/LaunchDaemons/com.apple.timed.plist,No,0.012,2025-12-14T03:19:37Z
os_unlock_active_user_session_disable,5.7 (level 1),Disable Login to Other User's Active and Locked Sessions,os,Pass,PASS,PASS,,,,"RESULT=""FAIL""
SS_RULE=$(/usr/bin/security -q authorizationdb read system.login.screensaver  2>&1 | /usr/bin/xmllint --xpath ""//dict/key[.='rule']/following-sibling::array[1]/string/text()"" -)

if [[ ""${SS_RULE}"" == ""$ODV"" ]]; then
    RESULT=""PASS""
else
    PSSO_CHECK=$(/usr/bin/security -q authorizationdb read ""$SS_RULE""  2>&1 | /usr/bin/xmllint --xpath '//key[.=""rule""]/following-sibling::array[1]/string/text()' -)
    if /usr/bin/grep -Fxq ""$ODV"" <<<""$PSSO_CHECK""; then
        RESULT=""PASS""
    fi
fi

echo $RESULT","SS_RULE=$(/usr/bin/security -q authorizationdb read system.login.screensaver 2>&1 | /usr/bin/xmllint --xpath ""//dict/key[.='rule']/following-sibling::array[1]/string/text()"" -)

if [[ ""$SS_RULE"" == *psso* ]]; then
    /usr/bin/security -q authorizationdb read psso-screensaver > ""/tmp/psso-screensaver-mscp.plist""
    /usr/bin/sed -i.bak 's/<string>authenticate-session-owner-or-admin<\/string>/<string>$ODV<\/string>/' /tmp/psso-screensaver-mscp.plist
    /usr/bin/security -q authorizationdb write psso-screensaver-mscp < /tmp/psso-screensaver-mscp.plist
    /usr/bin/security -q authorizationdb write system.login.screensaver psso-screensaver-mscp 2>&1
else
    /usr/bin/security -q authorizationdb write system.login.screensaver ""$ODV"" 2>&1
fi",No,0.043,2025-12-14T03:19:38Z
os_sudo_timeout_configure,5.4 (level 1),Configure Sudo Timeout Period to $ODV,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/sudo /usr/bin/sudo -V | /usr/bin/grep -c ""Authentication timestamp timeout: $ODV.0 minutes""","/usr/bin/find /etc/sudoers* -type f -exec sed -i '' '/timestamp_timeout/d' '{}' \;
/bin/echo ""Defaults timestamp_timeout=$ODV"" >> /etc/sudoers.d/mscp",No,0.028,2025-12-14T03:19:38Z
os_system_wide_applications_configure,5.1.5 (level 1),Ensure Appropriate Permissions Are Enabled for System Wide Applications,os,Pass,0,0,,,,"/usr/bin/find /Applications -iname ""*\.app"" -type d -perm -2 -ls | /usr/bin/wc -l | /usr/bin/xargs","IFS=$'\n'
for apps in $( /usr/bin/find /Applications -iname ""*\.app"" -type d -perm -2 ); do
  /bin/chmod -R o-w ""$apps""
done",No,8.092,2025-12-14T03:19:46Z
os_safari_show_status_bar_enabled,6.3.10 (level 1),Ensure Show Safari shows the Status Bar is Enabled,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'ShowOverlayStatusBar = 1' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'","[Mobileconfig] - PayloadContent:
  - ShowOverlayStatusBar: true
  PayloadType: com.apple.Safari
",No,0.012,2025-12-14T03:19:46Z
os_home_folders_secure,5.1.1 (level 1),Secure User's Home Folders,os,Fail,0,1,,,"Expected: 0, Got: 1","/usr/bin/find /System/Volumes/Data/Users -mindepth 1 -maxdepth 1 -type d ! \( -perm 700 -o -perm 711 \) | /usr/bin/grep -v ""Shared"" | /usr/bin/grep -v ""Guest"" | /usr/bin/wc -l | /usr/bin/xargs","IFS=$'\n'
for userDirs in $( /usr/bin/find /System/Volumes/Data/Users -mindepth 1 -maxdepth 1 -type d ! \( -perm 700 -o -perm 711 \) | /usr/bin/grep -v ""Shared"" | /usr/bin/grep -v ""Guest"" ); do
  /bin/chmod og-rwx ""$userDirs""
done
unset IFS",No,0.010,2025-12-14T03:19:46Z
os_software_update_deferral,1.6 (level 1),Ensure Software Update Deferment Is Less Than or Equal to $ODV Days,os,Fail,true,,,,"Expected: true, Got: ","/usr/bin/osascript -l JavaScript << EOS
function run() {
  let timeout = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('enforcedSoftwareUpdateDelay')) || 0
  if ( timeout <= $ODV ) {
    return(""true"")
  } else {
    return(""false"")
  }
}
EOS","[Mobileconfig] - PayloadContent:
  - enforcedSoftwareUpdateDelay: $ODV
  PayloadType: com.apple.applicationaccess
",No,0.024,2025-12-14T03:19:46Z
os_install_log_retention_configure,3.3 (level 1),Configure Install.log Retention to $ODV,os,Fail,Yes,TTL not configured,,,"Expected: Yes, Got: TTL not configured","/usr/sbin/aslmanager -dd 2>&1 | /usr/bin/awk '/\/var\/log\/install.log$/ {count++} /Processing module com.apple.install/,/Finished/ { for (i=1;i<=NR;i++) { if ($i == ""TTL"" && $(i+2) >= $ODV) { ttl=""True"" }; if ($i == ""MAX"") {max=""True""}}} END{if (count > 1) { print ""Multiple config files for /var/log/install, manually remove the extra files""} else if (max == ""True"") { print ""all_max setting is configured, must be removed"" } if (ttl != ""True"") { print ""TTL not configured"" } else { print ""Yes"" }}'","/usr/bin/sed -i '' ""s/\* file \/var\/log\/install.log.*/\* file \/var\/log\/install.log format='\$\(\(Time\)\(JZ\)\) \$Host \$\(Sender\)\[\$\(PID\\)\]: \$Message' rotate=utc compress file_max=50M size_only ttl=$ODV/g"" /etc/asl/com.apple.install",No,0.009,2025-12-14T03:19:46Z
os_on_device_dictation_enforce,2.18.1 (level 1),Enforce On Device Dictation,os,Fail,true,,,,"Expected: true, Got: ","/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('forceOnDeviceOnlyDictation').js
EOS","[Mobileconfig] - PayloadContent:
  - forceOnDeviceOnlyDictation: true
  PayloadType: com.apple.applicationaccess
",No,0.036,2025-12-14T03:19:46Z
os_safari_prevent_cross-site_tracking_enable,6.3.4 (level 1),Ensure Prevent Cross-site Tracking in Safari Is Enabled,os,Fail,1,0,,,"Expected: 1, Got: 0","/usr/bin/profiles -P -o stdout | /usr/bin/grep -cE '""WebKitPreferences.storageBlockingPolicy"" = 1|""WebKitStorageBlockingPolicy"" = 1|""BlockStoragePolicy"" =2' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'","[Mobileconfig] - PayloadContent:
  - WebKitPreferences.storageBlockingPolicy: 1
  - WebKitStorageBlockingPolicy: 1
  - BlockStoragePolicy: 2
  PayloadType: com.apple.Safari
",No,0.012,2025-12-14T03:19:46Z
